runs|run|machine|data_block|wal_block|wal_segment|scale|mode|tps|base_tps|tps_coeff|wal_diff|checkpoints_all|checkpoints_timed|checkpoints_req|buffers_all|buffers_checkpoint|buffers_clean|buffers_backend|buffers_alloc|cpu_total_time|dev_tps|dev_kbps|io_bps|io_tps
3|20220406-fpw|xeon|16|32|16|1000|rw|58244|70381|1.2083819792596662|81118295653|2|2|0|72947498|197439|1071029|71679031|70158659|64|46414|1066460|2132980|46416
3|20220406-fpw|xeon|16|32|512|1000|rw|59451|73699|1.2396595515634725|83120926253|2|2|0|75684514|203388|1099045|74382081|72741761|64|48069|1103458|2206980|48072
3|20220406-fpw|xeon|16|64|1|1000|rw|53366|69273|1.298073679871079|83284914124|3|3|0|71386810|217375|1150593|70018843|68574543|60|42814|1231499|2463075|42817
3|20220406-fpw|xeon|16|64|16|1000|rw|53688|70381|1.310926091491581|82929269342|3|3|0|72610748|229842|1162558|71218347|69826237|62|43362|1250338|2500737|43364
3|20220406-fpw|xeon|16|64|512|1000|rw|54270|73699|1.358006264971439|85329072071|3|3|0|76116558|239426|1204090|74673041|73331764|65|45493|1315984|2632035|45495
3|20220406-fpw|xeon|32|1|1|1000|rw|47277|69273|1.46525794783933|88549869079|3|3|0|69006815|106344|1292098|67608373|66964785|69|53091|1357547|2715180|53094
3|20220406-fpw|xeon|32|1|16|1000|rw|47319|70381|1.4873729368752509|89915575844|3|3|0|70145976|105132|1311610|68729234|68076829|70|54148|1379866|2759825|54152
3|20220406-fpw|xeon|32|1|512|1000|rw|46640|73699|1.5801672384219554|94797177845|3|3|0|73171989|116850|1394256|71660883|71011289|73|56562|1440662|2881397|56567
3|20220406-fpw|xeon|32|2|1|1000|rw|47098|69273|1.4708267867000722|87795429641|3|3|0|69195489|106007|1296716|67792767|67119392|68|53060|1358444|2716960|53063
3|20220406-fpw|xeon|32|2|16|1000|rw|47133|70381|1.4932425264676554|89069024740|3|3|0|70309377|109501|1317261|68882615|68194899|70|53884|1378871|2757811|53887
3|20220406-fpw|xeon|32|2|512|1000|rw|47293|73699|1.5583490157105704|90216614728|3|3|0|70993278|117197|1375171|69500911|69017498|70|53861|1390671|2781424|53864
3|20220406-fpw|xeon|32|4|1|1000|rw|45363|69273|1.5270815422260433|90870135152|3|3|0|69008451|109116|1347051|67552285|67023807|67|50766|1348160|2696388|50771
3|20220406-fpw|xeon|32|4|16|1000|rw|47538|70381|1.4805208464807103|88497114628|3|3|0|70735237|105751|1303452|69326034|68674417|70|52773|1382633|2765222|52782
3|20220406-fpw|xeon|32|4|512|1000|rw|46452|73699|1.5865624730905021|93711780924|3|3|0|73925848|112852|1397000|72415996|71764826|75|55154|1445014|2890111|55157
3|20220406-fpw|xeon|32|8|1|1000|rw|46905|69273|1.4768787975695554|87636580886|3|3|0|70024697|106827|1302189|68615681|67923351|69|50558|1428378|2856824|50561
3|20220406-fpw|xeon|32|8|16|1000|rw|45256|70381|1.5551750044193036|91105835919|3|3|0|71374239|115148|1369706|69889384|69377057|72|51811|1459605|2919300|51815
3|20220406-fpw|xeon|32|8|512|1000|rw|46790|73699|1.5751015174182517|93148446514|3|3|0|74089570|114667|1387050|72587851|71893967|74|53709|1514181|3028443|53713
3|20220406-fpw|xeon|32|16|1|1000|rw|45660|69273|1.5171484888304863|89222860126|3|3|0|70473172|105879|1337812|69029481|68485547|70|48808|1538158|3076387|48811
3|20220406-fpw|xeon|32|16|16|1000|rw|45850|70381|1.5350272628135224|90254683283|3|3|0|71309480|108712|1351980|69848788|69226336|71|49479|1561619|3123345|49482
3|20220406-fpw|xeon|32|16|512|1000|rw|47410|73699|1.5545032693524572|92445079933|3|3|0|73594780|111184|1368717|72114879|71388727|72|50725|1606676|3213429|50728
3|20220406-fpw|xeon|32|32|1|1000|rw|44537|69273|1.555403372476817|91057533483|3|3|0|69890134|110948|1371743|68407443|67907623|68|45648|1672995|3346060|45651
3|20220406-fpw|xeon|32|32|16|1000|rw|44207|70381|1.5920781776641708|92928192076|3|3|0|70198990|115375|1402293|68681323|68292762|68|45344|1672188|3344452|45349
3|20220406-fpw|xeon|32|32|512|1000|rw|43518|73699|1.693529114389448|97757763739|3|3|0|73633879|126225|1492358|72015295|71600074|73|47686|1759673|3519424|47690
3|20220406-fpw|xeon|32|64|1|1000|rw|41764|69273|1.658677329757686|94251942873|3|3|0|69847196|125915|1460820|68260459|67907238|68|42645|1865063|3730253|42650
3|20220406-fpw|xeon|32|64|16|1000|rw|42439|70381|1.6584038266688659|94983147804|3|3|0|70521352|123259|1464334|68933759|68528910|66|42986|1887035|3774147|42989
3|20220406-fpw|xeon|32|64|512|1000|rw|43059|73699|1.7115817831347686|98478265330|3|3|0|73688958|127672|1507883|72053403|71548791|72|44938|1973026|3946125|44943
3|20220406-fpw|xeon|1|1|1|7500|ro|306697|255756|0.8339044724923947|223|1|1|0|8261|61|305|7894|399665007|68|216694|1097666|2195516|216698
3|20220406-fpw|xeon|1|1|16|7500|ro|322846|262486|0.8130377951097427|89|1|1|0|8051|87|1070|6893|407491980|64|222137|1096997|2194182|222140
3|20220406-fpw|xeon|1|1|512|7500|ro|299197|260432|0.8704365351256864|332|1|1|0|8587|80|779|7729|406578084|69|219640|1112006|2224282|219643
3|20220406-fpw|xeon|1|2|1|7500|ro|300888|255756|0.8500039881949429|560|1|1|0|8583|224|921|7438|399610241|68|217655|1090975|2182138|217659
3|20220406-fpw|xeon|1|2|16|7500|ro|317073|262486|0.8278409072989501|400|1|1|0|8358|186|1046|7126|411382010|65|220347|1106446|2213057|220350
3|20220406-fpw|xeon|1|2|512|7500|ro|310158|260432|0.8396752622856738|239|1|1|0|8460|60|479|7921|408005549|66|220866|1114072|2228454|220870
3|20220406-fpw|xeon|1|4|1|7500|ro|310009|255756|0.8249954033592574|158|1|1|0|8408|199|1040|7169|400964593|68|218813|1097927|2196049|218815
3|20220406-fpw|xeon|1|4|16|7500|ro|324807|262486|0.8081291351479494|543|1|1|0|8236|159|887|7190|411569175|65|225643|1117177|2234533|225646
3|20220406-fpw|xeon|1|4|512|7500|ro|311888|260432|0.8350176986610578|895|1|1|0|8489|68|494|7926|402353133|67|218645|1104196|2208593|218649
3|20220406-fpw|xeon|1|8|1|7500|ro|303950|255756|0.8414410264846192|878|1|1|0|8614|194|873|7547|397672244|67|217381|1088623|2177448|217385
3|20220406-fpw|xeon|1|8|16|7500|ro|326309|262486|0.8044093175487038|875|1|1|0|5801|55|347|5400|406444876|64|218877|1111866|2223901|218881
3|20220406-fpw|xeon|1|8|512|7500|ro|313067|260432|0.8318730495389166|302|1|1|0|8470|50|388|8032|407729254|67|221492|1118937|2238071|221495
3|20220406-fpw|xeon|1|16|1|7500|ro|308975|255756|0.8277562909620519|1589|1|1|0|8492|207|680|7605|401152752|68|216293|1094887|2189993|216296
3|20220406-fpw|xeon|1|16|16|7500|ro|319186|262486|0.8223606298521865|1068|1|1|0|8434|159|507|7769|409052888|65|221596|1122274|2244746|221600
3|20220406-fpw|xeon|1|16|512|7500|ro|314433|260432|0.8282591203849469|340|1|1|0|8473|108|402|7964|406432744|65|224874|1119938|2240105|224877
3|20220406-fpw|xeon|1|32|1|7500|ro|301774|255756|0.8475084003260718|4805|1|1|0|8704|172|497|8034|397986053|69|215626|1080809|2161864|215629
3|20220406-fpw|xeon|1|32|16|7500|ro|320436|262486|0.8191526545082325|5400|1|1|0|8410|153|434|7823|411357219|64|227549|1105388|2210962|227552
3|20220406-fpw|xeon|1|32|512|7500|ro|314369|260432|0.828427739376338|3904|1|1|0|8464|175|1023|7266|408077222|65|221475|1105534|2211295|221478
3|20220406-fpw|xeon|1|64|1|7500|ro|297055|255756|0.8609718738954065|758|1|1|0|8846|211|454|8182|401409133|69|217317|1088805|2177802|217320
3|20220406-fpw|xeon|1|64|16|7500|ro|321644|262486|0.8160761587345015|14445|1|1|0|8384|163|542|7679|411077458|66|221857|1114597|2229361|221860
3|20220406-fpw|xeon|1|64|512|7500|ro|298770|260432|0.8716805569501623|788|1|1|0|8943|148|589|8205|408202583|69|221146|1117028|2234246|221149
3|20220406-fpw|xeon|2|1|1|7500|ro|308014|255756|0.8303388807002279|315|1|1|0|3156|36|257|2863|396342092|66|204198|1070797|2141803|204201
3|20220406-fpw|xeon|2|1|16|7500|ro|330223|262486|0.7948749784236713|308|1|1|0|3290|2|535|2753|401129300|64|238147|1138759|2277713|238150
3|20220406-fpw|xeon|2|1|512|7500|ro|310134|260432|0.8397402413150444|305|1|1|0|3485|2|179|3304|402120345|67|208316|1082780|2165880|208332
3|20220406-fpw|xeon|2|2|1|7500|ro|316014|255756|0.8093185744935351|576|1|1|0|3337|58|143|3135|397281621|66|205123|1067418|2135015|205125
3|20220406-fpw|xeon|2|2|16|7500|ro|332825|262486|0.788660707579058|612|1|1|0|3252|2|193|3058|403414863|64|215706|1073545|2147266|215708
3|20220406-fpw|xeon|2|2|512|7500|ro|320027|260432|0.8137813371996738|423|1|1|0|3366|2|200|3163|403939440|64|207758|1075243|2150687|207762
3|20220406-fpw|xeon|2|4|1|7500|ro|305400|255756|0.8374459724950885|775|1|1|0|3447|2|217|3228|396626945|67|206796|1073052|2146330|206799
3|20220406-fpw|xeon|2|4|16|7500|ro|315505|262486|0.8319551195702128|1007|1|1|0|3424|7|180|3237|406011359|66|208021|1075879|2152098|208025
3|20220406-fpw|xeon|2|4|512|7500|ro|307209|260432|0.8477355806633269|760|1|1|0|3492|64|125|3302|402838192|69|208689|1084909|2170134|208692
3|20220406-fpw|xeon|2|8|1|7500|ro|313677|255756|0.8153482722673323|137|1|1|0|3353|2|571|2780|396039271|66|206736|1072810|2145931|206740
3|20220406-fpw|xeon|2|8|16|7500|ro|326375|262486|0.8042466487935657|1744|1|1|0|3305|58|502|2746|404694073|64|209696|1098895|2198001|209699
3|20220406-fpw|xeon|2|8|512|7500|ro|306815|260432|0.8488242100288448|2221|1|1|0|3497|65|267|3165|402779488|67|208528|1081480|2163369|208532
3|20220406-fpw|xeon|2|16|1|7500|ro|307770|255756|0.8309971732137635|3554|1|1|0|3415|2|240|3174|392906900|66|209104|1051032|2102262|209107
3|20220406-fpw|xeon|2|16|16|7500|ro|322091|262486|0.814943602894834|2147|1|1|0|3349|2|199|3149|405391372|67|207480|1072551|2145297|207483
3|20220406-fpw|xeon|2|16|512|7500|ro|318241|260432|0.8183483586338656|180554|1|1|0|3371|74|232|3065|397992219|64|218669|1098727|2197817|218673
3|20220406-fpw|xeon|2|32|1|7500|ro|313111|255756|0.8168221493336228|2810|1|1|0|3356|51|173|3132|395017071|66|203988|1070774|2141790|203995
3|20220406-fpw|xeon|2|32|16|7500|ro|323874|262486|0.8104571530903993|3304|1|1|0|3333|2|148|3183|403220949|65|210489|1081820|2163904|210492
3|20220406-fpw|xeon|2|32|512|7500|ro|317933|260432|0.819141139799895|1085|1|1|0|3367|75|256|3036|402453440|65|208036|1076367|2152787|208038
3|20220406-fpw|xeon|2|64|1|7500|ro|315064|255756|0.8117588807353426|1766|1|1|0|3335|1|200|3135|396819501|66|204868|1049630|2099473|204871
3|20220406-fpw|xeon|2|64|16|7500|ro|324272|262486|0.8094624266048256|14985|1|1|0|3325|17|252|3057|405811117|66|207809|1075686|2151586|207812
3|20220406-fpw|xeon|2|64|512|7500|ro|300807|260432|0.8657777245875262|6231|1|1|0|3558|93|241|3226|403221424|69|208130|1078809|2157816|208133
3|20220406-fpw|xeon|4|1|1|7500|ro|311537|255756|0.8209490365510357|186|1|1|0|1540|2|199|1337|395342354|67|194759|1037729|2075852|194763
3|20220406-fpw|xeon|4|1|16|7500|ro|328040|262486|0.8001646140714547|311|1|1|0|1501|2|193|1305|402502304|65|196798|1030447|2061100|196801
3|20220406-fpw|xeon|4|1|512|7500|ro|316151|260432|0.8237582674101932|194|1|1|0|1547|2|177|1367|402972528|65|198400|1056383|2113238|198404
3|20220406-fpw|xeon|4|2|1|7500|ro|312618|255756|0.8181102815576838|318|1|1|0|1532|2|202|1326|395059092|68|196743|1023294|2047291|196773
3|20220406-fpw|xeon|4|2|16|7500|ro|329482|262486|0.7966626401442264|558|1|1|0|1491|2|194|1295|405358696|65|198939|1062824|2126153|198957
3|20220406-fpw|xeon|4|2|512|7500|ro|315490|260432|0.8254841674854988|286|1|1|0|1547|2|201|1344|398975222|66|197520|1053948|2108116|197524
3|20220406-fpw|xeon|4|4|1|7500|ro|315243|255756|0.8112979511043862|1073|1|1|0|1517|2|170|1344|393723759|67|203554|1033741|2067689|203557
3|20220406-fpw|xeon|4|4|16|7500|ro|318470|262486|0.824209501679907|512|1|1|0|1541|2|199|1340|404912104|67|200545|1071021|2142253|200548
3|20220406-fpw|xeon|4|4|512|7500|ro|323523|260432|0.8049875897540515|564|1|1|0|1507|2|175|1328|398121248|64|197973|1052447|2105114|197976
3|20220406-fpw|xeon|4|8|1|7500|ro|306680|255756|0.833950697795748|1804|1|1|0|1559|3|203|1353|392824663|68|196003|1030673|2061826|196008
3|20220406-fpw|xeon|4|8|16|7500|ro|326249|262486|0.8045572553479091|1139|1|1|0|1504|2|234|1267|404490471|65|204336|1072638|2145647|204340
3|20220406-fpw|xeon|4|8|512|7500|ro|328689|260432|0.7923356120831546|1401|1|1|0|1482|2|191|1288|395187404|63|198491|1046059|2092350|198495
3|20220406-fpw|xeon|4|16|1|7500|ro|307095|255756|0.8328237190445953|1579|1|1|0|1556|2|146|1407|393573699|67|214566|1041716|2083627|214570
3|20220406-fpw|xeon|4|16|16|7500|ro|324287|262486|0.8094249846586511|548|1|1|0|1512|2|138|1371|403703697|66|198122|1036075|2072330|198125
3|20220406-fpw|xeon|4|16|512|7500|ro|317414|260432|0.8204805081061327|4457|1|1|0|1536|2|199|1334|402015703|65|199826|1060388|2121365|199830
3|20220406-fpw|xeon|4|32|1|7500|ro|310978|255756|0.8224247374412338|3434|1|1|0|1535|2|229|1304|390905787|67|192679|1027281|2054935|192683
3|20220406-fpw|xeon|4|32|16|7500|ro|315554|262486|0.8318259315362823|6808|1|1|0|1553|2|146|1405|404748795|68|199129|1063881|2128109|199133
3|20220406-fpw|xeon|4|32|512|7500|ro|300736|260432|0.8659821238561396|9334|1|1|0|1618|2|181|1434|402165324|70|199916|1057163|2114538|199920
3|20220406-fpw|xeon|4|64|1|7500|ro|306279|255756|0.8350425592352071|17239|1|1|0|1560|3|197|1360|393615494|67|194260|1034865|2069972|194264
3|20220406-fpw|xeon|4|64|16|7500|ro|321356|262486|0.8168075280996776|14104|1|1|0|1526|2|199|1324|404699794|66|198840|1060388|2121156|198844
3|20220406-fpw|xeon|4|64|512|7500|ro|320198|260432|0.8133467417035709|6520|1|1|0|1522|2|169|1349|401268438|67|199168|1059752|2119699|199171
3|20220406-fpw|xeon|8|1|1|7500|ro|243218|255756|1.051550460903387|264|1|1|0|167055|5|262|166787|385920039|73|244367|2177843|4355970|244371
3|20220406-fpw|xeon|8|1|16|7500|ro|259674|262486|1.0108289624683258|141|1|1|0|910|4|208|697|384843735|69|242224|2170080|4340517|242228
3|20220406-fpw|xeon|8|1|512|7500|ro|257186|260432|1.012621215773798|105|1|1|0|915|5|209|701|383441283|67|240876|2158684|4317818|240882
3|20220406-fpw|xeon|8|2|1|7500|ro|243085|255756|1.0521257996174178|670|1|1|0|61813|5|148|61660|386708759|72|244888|2147423|4295315|244894
3|20220406-fpw|xeon|8|2|16|7500|ro|258702|262486|1.014626867979374|287|1|1|0|915|5|195|715|403396971|74|254110|2276836|4553960|254115
3|20220406-fpw|xeon|8|2|512|7500|ro|236867|260432|1.0994862095606395|639|1|1|0|993|5|228|760|397231251|67|250466|2243085|4486455|250471
3|20220406-fpw|xeon|8|4|1|7500|ro|236796|255756|1.0800689200831095|1178|1|1|0|974|5|194|774|392280377|72|247057|2214444|4429252|247061
3|20220406-fpw|xeon|8|4|16|7500|ro|260882|262486|1.006148373594192|1363|1|1|0|908|5|109|793|403460772|72|253694|2273391|4547446|253699
3|20220406-fpw|xeon|8|4|512|7500|ro|251358|260432|1.0360999053143325|376|1|1|0|935|5|276|654|382244115|67|240157|2143526|4287324|240161
3|20220406-fpw|xeon|8|8|1|7500|ro|255756|255756|1|827|1|1|0|901|5|184|712|393423195|75|250360|2209194|4418869|250377
3|20220406-fpw|xeon|8|8|16|7500|ro|262486|262486|1|931|1|1|0|901|5|233|663|392239936|69|249243|2204342|4409226|249257
3|20220406-fpw|xeon|8|8|512|7500|ro|260432|260432|1|1219|1|1|0|902|5|252|645|401523244|72|253274|2267557|4535409|253278
3|20220406-fpw|xeon|8|16|1|7500|ro|238504|255756|1.072334216616912|317|1|1|0|963|4|191|768|392918776|71|247827|2219885|4440055|247831
3|20220406-fpw|xeon|8|16|16|7500|ro|239384|262486|1.0965060321491829|5523|1|1|0|988|5|241|741|403916789|70|253863|2275613|4551666|253869
3|20220406-fpw|xeon|8|16|512|7500|ro|255433|260432|1.0195706897699202|2765|1|1|0|917|4|136|776|389770855|68|246454|2205003|4410462|246458
3|20220406-fpw|xeon|8|32|1|7500|ro|253232|255756|1.009967144752638|8152|1|1|0|910|5|210|695|393371477|76|247844|2219823|4440012|247850
3|20220406-fpw|xeon|8|32|16|7500|ro|260697|262486|1.0068623727929358|953|1|1|0|907|5|150|752|403982476|72|253953|2271903|4544386|253959
3|20220406-fpw|xeon|8|32|512|7500|ro|257891|260432|1.009852999910815|4920|1|1|0|910|5|175|730|400025287|73|252969|2263685|4527732|252973
3|20220406-fpw|xeon|8|64|1|7500|ro|235822|255756|1.0845298572652255|14354|1|1|0|977|5|116|856|392947501|72|248609|2219874|4440278|248615
3|20220406-fpw|xeon|8|64|16|7500|ro|259791|262486|1.0103737234931156|1730|1|1|0|910|5|232|673|403438442|73|253981|2275663|4551606|253985
3|20220406-fpw|xeon|8|64|512|7500|ro|238981|260432|1.0897602738293002|1392|1|1|0|982|5|263|714|396523696|71|250173|2238673|4477897|250180
3|20220406-fpw|xeon|16|1|1|7500|ro|142211|255756|1.79842628207382|584|2|2|0|52225|7|318|51899|376484428|72|237926|4176349|8353428|237935
3|20220406-fpw|xeon|16|1|16|7500|ro|142263|262486|1.8450756697103252|699|2|2|0|69622|7|362|69253|402989868|74|255180|4464391|8929461|255189
3|20220406-fpw|xeon|16|1|512|7500|ro|122807|260432|2.1206608743801247|509|2|2|0|160256|8|426|159819|393030196|70|258034|4391482|8783544|258044
3|20220406-fpw|xeon|16|2|1|7500|ro|126297|255756|2.0250362241383404|340|2|2|0|114151|8|464|113679|392249227|75|248553|4352959|8706394|248561
3|20220406-fpw|xeon|16|2|16|7500|ro|127857|262486|2.0529654223077345|909|2|2|0|45637|8|404|45223|404079840|72|255411|4475282|8951048|255422
3|20220406-fpw|xeon|16|2|512|7500|ro|140054|260432|1.8595113313436247|1240|2|2|0|14493|7|359|14127|395830564|73|252377|4384525|8769656|252384
3|20220406-fpw|xeon|16|4|1|7500|ro|126764|255756|2.0175759679404246|1905|2|2|0|87706|8|404|87294|392736270|75|258078|4355400|8711639|258088
3|20220406-fpw|xeon|16|4|16|7500|ro|142169|262486|1.846295605933783|1826|2|2|0|129466|7|364|129097|402812481|78|256772|4477088|8954620|256781
3|20220406-fpw|xeon|16|4|512|7500|ro|125646|260432|2.0727440587046146|597|2|2|0|55073|8|350|54714|398949048|73|252431|4417411|8835465|252442
3|20220406-fpw|xeon|16|8|1|7500|ro|139541|255756|1.8328376606158763|4443|2|2|0|11345|7|361|10977|370708827|70|234667|4112276|8224985|234675
3|20220406-fpw|xeon|16|8|16|7500|ro|141777|262486|1.8514004387171403|578|2|2|0|149945|7|311|149626|388820501|74|245585|4304723|8609917|245594
3|20220406-fpw|xeon|16|8|512|7500|ro|125662|260432|2.0724801451512787|2570|2|2|0|168743|8|479|168256|390458188|73|261727|4406111|8812681|261736
3|20220406-fpw|xeon|16|16|1|7500|ro|127006|255756|2.0137316347259184|1553|2|2|0|61632|8|346|61278|392782304|72|248549|4349078|8699200|248559
3|20220406-fpw|xeon|16|16|16|7500|ro|142164|262486|1.8463605413466138|3835|2|2|0|18327|7|371|17947|390178868|70|245919|4312683|8626300|245928
3|20220406-fpw|xeon|16|16|512|7500|ro|125185|260432|2.0803770419778727|5136|2|2|0|83565|8|270|83286|399699887|71|253856|4439169|8879580|253866
3|20220406-fpw|xeon|16|32|1|7500|ro|141847|255756|1.8030413050681369|15977|2|2|0|47914|7|364|47544|388495995|74|245818|4304857|8610408|245828
3|20220406-fpw|xeon|16|32|16|7500|ro|143644|262486|1.8273370276516945|10613|2|2|0|151134|7|356|150770|402402923|77|253103|4429746|8860363|253114
3|20220406-fpw|xeon|16|32|512|7500|ro|140753|260432|1.850276725895718|6010|2|2|0|11388|7|300|11079|399782206|70|260012|4442933|8886801|260019
3|20220406-fpw|xeon|16|64|1|7500|ro|140873|255756|1.815507584845925|2783|2|2|0|70197|7|361|69828|367806991|69|233583|4087214|8175508|233590
3|20220406-fpw|xeon|16|64|16|7500|ro|142426|262486|1.8429640655498294|39041|2|2|0|1211|7|310|894|403220928|74|255789|4466799|8934085|255796
3|20220406-fpw|xeon|16|64|512|7500|ro|124195|260432|2.096960425137888|1879|2|2|0|132473|8|484|131981|399617761|71|253254|4441794|8884387|253265
3|20220406-fpw|xeon|32|1|1|7500|ro|75529|255756|3.3861960306637187|840|3|3|0|134297|14|464|133816|392740192|95|239817|8241490|16484585|239834
3|20220406-fpw|xeon|32|1|16|7500|ro|75620|262486|3.4711187516530018|399|3|3|0|72911|14|597|72303|378790398|94|232388|7959359|15920279|232405
3|20220406-fpw|xeon|32|1|512|7500|ro|66100|260432|3.9399697428139184|894|4|4|0|164986|16|567|164399|399593378|102|243203|8377589|16756640|243222
3|20220406-fpw|xeon|32|2|1|7500|ro|74910|255756|3.414177012414898|1403|3|3|0|57126|14|471|56641|392494554|99|240443|8238740|16478146|240457
3|20220406-fpw|xeon|32|2|16|7500|ro|75551|262486|3.4742888909478364|2123|3|3|0|137012|14|493|136505|402495520|97|245149|8442678|16886086|245163
3|20220406-fpw|xeon|32|2|512|7500|ro|66867|260432|3.8947761975264332|966|4|4|0|43287|16|896|42375|387268433|97|236518|8123047|16247269|236538
3|20220406-fpw|xeon|32|4|1|7500|ro|75644|255756|3.38104806726244|3019|3|3|0|143654|14|453|143187|379682116|95|231896|7966933|15935153|231913
3|20220406-fpw|xeon|32|4|16|7500|ro|66869|262486|3.925376482375989|4471|4|4|0|124937|16|667|124254|403813956|102|245878|8460953|16923452|245897
3|20220406-fpw|xeon|32|4|512|7500|ro|66541|260432|3.9138576216167476|626|4|4|0|43272|16|540|42716|399051369|102|243536|8366403|16734606|243555
3|20220406-fpw|xeon|32|8|1|7500|ro|74620|255756|3.4274457250067005|3712|3|3|0|107269|14|466|106789|374453789|93|229053|7874347|15750659|229077
3|20220406-fpw|xeon|32|8|16|7500|ro|76160|262486|3.4465073529411763|4605|3|3|0|120524|14|589|119918|403243742|97|246153|8455051|16910805|246170
3|20220406-fpw|xeon|32|8|512|7500|ro|74837|260432|3.479989844595588|8641|3|3|0|119670|14|588|119068|399443086|97|246415|8408049|16817907|246432
3|20220406-fpw|xeon|32|16|1|7500|ro|74942|255756|3.4127191694910732|10713|3|3|0|129946|14|457|129475|391695890|99|240146|8189526|16379701|240156
3|20220406-fpw|xeon|32|16|16|7500|ro|75877|262486|3.459361861960805|16467|3|3|0|83654|14|232|83409|403772237|97|245878|8459274|16919684|245891
3|20220406-fpw|xeon|32|16|512|7500|ro|65500|260432|3.97606106870229|12012|4|4|0|137838|16|541|137281|399587100|99|243363|8378420|16758867|243383
3|20220406-fpw|xeon|32|32|1|7500|ro|74958|255756|3.411990714800288|4111|3|3|0|125664|14|464|125186|393424025|96|240450|8270055|16540765|240460
3|20220406-fpw|xeon|32|32|16|7500|ro|75233|262486|3.488974253319687|8754|3|3|0|84290|14|583|83694|403683208|98|246506|8475615|16952134|246517
3|20220406-fpw|xeon|32|32|512|7500|ro|75038|260432|3.470668194781311|19724|3|3|0|89769|14|295|89460|374941366|94|229099|7878493|15758388|229116
3|20220406-fpw|xeon|32|64|1|7500|ro|75365|255756|3.393564652026803|3339|3|3|0|130337|14|468|129855|379040678|95|232463|7979777|15960213|232480
3|20220406-fpw|xeon|32|64|16|7500|ro|75047|262486|3.4976214905325995|52520|3|3|0|87916|14|483|87420|400224097|98|244092|8388111|16777391|244106
3|20220406-fpw|xeon|32|64|512|7500|ro|73477|260432|3.5444016494957604|68914|4|4|0|126751|14|606|126131|397215298|99|243171|8369378|16740556|243188
2|20220406-fpw|xeon|1|1|1|7500|rw|57421|42537|0.7407916964176869|115735463598|2|0|2|142206644|823780|650105|140732758|154749042|46|126577|630850|1261733|126578
2|20220406-fpw|xeon|1|1|16|7500|rw|59563|41847|0.7025670298675352|112981102878|2|0|2|138808535|831269|617676|137359590|152725191|44|123893|614979|1229992|123894
2|20220406-fpw|xeon|1|1|512|7500|rw|57470|43993|0.7654950408908996|120387874697|2|0|2|148217131|890443|671906|146654782|161441597|48|131657|653137|1306314|131658
2|20220406-fpw|xeon|1|2|1|7500|rw|58071|42537|0.7324998708477554|113440670677|2|0|2|141768312|825595|642865|140299853|154169365|45|124685|621465|1242963|124687
2|20220406-fpw|xeon|1|2|16|7500|rw|61502|41847|0.6804168970114793|110251457486|2|0|2|137828698|788353|597927|136442418|151925531|44|122229|606442|1212915|122230
2|20220406-fpw|xeon|1|2|512|7500|rw|60063|43993|0.732447596690142|117733228680|2|0|2|145697455|866053|643682|144187721|160622726|46|129316|642156|1284345|129317
2|20220406-fpw|xeon|1|4|1|7500|rw|61996|42537|0.686124911284599|111881703231|2|0|2|141433395|816363|602717|140014315|155667229|47|123368|616000|1232030|123369
1|20220406-fpw|xeon|1|4|16|7500|rw|63053|41847|0.6636797614705089|120212088110|2|0|2|146298357|901557|574554|144822246|151034156|44|123012|616326|1232683|123013
2|20220406-fpw|xeon|1|4|512|7500|rw|60699|43993|0.7247730605117053|116147769190|2|0|2|146147728|839600|636307|144671822|160818553|48|126851|631307|1262669|126852
2|20220406-fpw|xeon|1|8|1|7500|rw|58912|42537|0.7220430472569256|111909114940|2|0|2|141335033|801904|633604|139899526|154028494|46|121871|644788|1289608|121871
2|20220406-fpw|xeon|1|8|16|7500|rw|61378|41847|0.6817915213920297|109648400185|2|0|2|138167134|789318|599145|136778672|152614162|44|119600|631569|1263178|119601
2|20220406-fpw|xeon|1|8|512|7500|rw|59698|43993|0.7369258601628196|117156466714|2|0|2|148195817|853695|646823|146695300|162458389|48|127767|675606|1351244|127768
2|20220406-fpw|xeon|1|16|1|7500|rw|58543|42537|0.7265941273935398|112644743905|2|0|2|142221399|771372|637950|140812077|155439132|47|121748|708990|1418013|121749
2|20220406-fpw|xeon|1|16|16|7500|rw|58616|41847|0.7139177016514262|111489203083|2|0|2|139970407|777134|627254|138566019|152829327|44|118859|689050|1378131|118861
2|20220406-fpw|xeon|1|16|512|7500|rw|59276|43993|0.7421722113502935|116835459944|2|0|2|147855342|847965|651927|146355449|161815361|46|125895|730574|1461203|125897
2|20220406-fpw|xeon|1|32|1|7500|rw|52332|42537|0.8128296262325154|113513908786|2|0|2|143654660|872547|712840|142069273|153874260|46|121476|797114|1594265|121477
2|20220406-fpw|xeon|1|32|16|7500|rw|57785|41847|0.7241844769403825|109387906457|2|0|2|138343592|789937|635924|136917732|150222390|42|118005|774930|1562765|118039
2|20220406-fpw|xeon|1|32|512|7500|rw|56358|43993|0.7805990276446999|116113813184|2|0|2|146479594|853075|685539|144940980|158799028|44|122983|808377|1616806|122984
2|20220406-fpw|xeon|1|64|1|7500|rw|47952|42537|0.8870745745745746|113971422711|2|0|2|143589316|807497|776964|142004857|150693542|44|118888|924756|1849558|118890
